"","Transformation_Success","Deployment_Success","Improvement_Project_Success","Improvement_Readiness","Sustainable_Improvement_Infrastructure","Supportive_Leadership","Measures_based_Improvement","Change_Awareness"
"1",0.817512720313939,1.24050447180987,0.972869939910307,0.781489229477466,1.4992738744111,0.696120751041441,1.0966984999549,0.825902397604616
"2",0.97085863507207,1.40553643674821,0.52811943560578,0.602031166669025,1.20052101500592,1.30487160544672,1.42575344960271,0.162801874626008
"3",0.515809012460687,0.900660707066821,-0.373193020816617,0.453167204361514,1.20052101500592,0.393018103575525,0.859138776242089,-0.527832071822642
"4",-1.03621630976836,-1.63349777620648,-1.26859975333234,-1.07526011001711,-0.688843329513347,-1.43765442719197,-1.00861388574352,-0.781864795750897
"5",-1.79372434859164,0.900660707066821,0.525166573652444,-2.09442573749974,-0.677514522132164,0.0867450939434271,-0.312297278463521,-2.19935009100418
"6",0.676644591171551,-0.109090752295956,-0.373193020816617,0.200443836163206,-1.2338129418629,0.698666310514889,0.400381892674899,-0.182515098598317
"7",0.352648128929607,0.560816942323775,1.42352616812151,1.04418817098618,1.20052101500592,0.999223398507358,1.22640043387428,1.17121937082894
"8",1.22465707200573,1.74538020149126,0.975822801863643,1.42876963786282,1.4992738744111,0.390472544102077,1.22640043387428,0.508118847850332
"9",-0.129015763068175,-0.28390255210066,0.0774632073945815,0.279743758190116,0.501408600964093,0.389847741409344,0.162822168962092,-0.182515098598317
"10",0.531802131349148,0.900660707066821,0.525166573652444,0.379135916053252,0.651003606278643,0.393018103575525,0.859138776242089,0.544336250206319
"11",-2.75468838978923,-2.13837350588787,-0.817943525121144,-0.138942287981944,-1.21683659519779,-1.43957518397268,-2.87636654772912,-2.86245061398279
"12",0.271468873312658,-0.458714351905365,-1.72220884349688,0.602031166669025,-0.549655370626006,-0.528346484794215,-2.18004994044913,-0.182515098598317
"13",-0.463333100630121,0.0559412126423864,-0.373193020816617,-0.739618405918921,-0.272170019893871,-0.218903112995937,-0.0747375547507142,-0.182515098598317
"14",0.792136750366836,0.900660707066821,0.525166573652444,0.0373335891440295,0.24588454449871,-0.522005760461854,-0.0747375547507142,-0.527832071822642
"15",0.817463272832803,0.900660707066821,0.525166573652444,0.638659883806997,1.20052101500592,1.30487160544672,1.1881937258899,0.825902397604616
"16",0.508034530937359,0.560816942323775,0.0774632073945815,0.230607458785259,0.981219310018522,-0.218903112995937,-0.0747375547507142,0.135268451155966
"17",-0.0079409036575596,0.0559412126423864,0.0774632073945815,0.0248260068771457,-0.272170019893871,-0.218903112995937,-0.0747375547507142,-0.182515098598317
"18",0.233675426864103,0.900660707066821,-1.72220884349688,-0.770359345946888,-0.310413875232024,-1.74330263413133,-1.94249021673632,-1.53624956802557
"19",1.35440908634604,0.900660707066821,0.525166573652444,1.01008359169076,1.72356052700015,1.61114461507882,0.491877118609903,1.17121937082894
"20",-0.160273027432697,0.0559412126423864,-1.27450547723901,-0.802570512156566,-0.539685475422715,-0.827653967401218,-0.0747375547507142,-0.527832071822642
"21",-1.55044884007232,-1.63349777620648,-0.82089638707448,-2.31968320338961,-2.78595513118047,-1.43702962449923,-0.495287730333529,0.480585424380291
"22",-0.829768076779714,0.0559412126423864,-1.26859975333234,-0.952523000182868,-0.758987180410115,-0.218903112995937,0.491877118609903,-0.182515098598317
"23",0.677596712059055,0.220973177580728,0.525166573652444,0.602031166669025,-0.0528683149064711,0.0867450939434271,0.621579052529283,0.480585424380291
"24",0.115274928598718,-0.28390255210066,-0.373193020816617,-0.826041470301664,-0.0598747663682866,-0.218903112995937,-0.0747375547507142,-1.19093259480125
"25",-3.87150938868664,-2.47821727063092,-3.0682718042238,-3.79770489824603,-3.01024178376952,-2.96397470510807,-2.87636654772912,-1.48118272108549
"26",0.405911969131029,0.900660707066821,0.975822801863643,-0.0687201998614296,0.725695253553139,0.696120751041441,0.292524102881472,0.508118847850332
"27",-1.70966246565232,-0.109090752295956,0.0774632073945815,-0.776247123056894,-0.240932616017534,-1.13330217434058,0.254317394897097,-0.182515098598317
"28",1.37698783479966,0.900660707066821,1.42352616812151,1.65802204791603,1.72356052700015,1.61114461507882,1.42575344960271,1.17121937082894
"29",0.253581206337089,0.900660707066821,0.975822801863643,-1.00835196406468,0.795176512767629,0.695495948348708,0.292524102881472,-0.182515098598317
"30",0.294828764622219,-0.118870587162318,0.0774632073945815,-0.181613492870882,0.537630952442076,-0.216357553522489,0.72943684232271,-0.210048522068359
"31",0.97085863507207,0.900660707066821,1.42352616812151,0.459201820998557,0.24588454449871,1.00239376067354,0.621579052529283,0.480585424380291
"32",-1.66985362866874,0.395784977385433,-0.370240158863281,-0.533836954010807,-0.127334521722607,0.0899154561096081,-0.771054162030711,-1.19093259480125
"33",0.826016175249666,0.560816942323775,0.0774632073945815,0.781489229477466,1.20052101500592,0.696120751041441,0.491877118609903,1.83431989380755
"34",-1.67901336343567,-1.63349777620648,-0.823849249027816,-0.178103014076393,-0.527694076359254,-2.04895084107069,-0.900756095950091,-2.19935009100418
"35",0.524312467396414,0.735628742128479,0.525166573652444,1.01074163953068,0.720710305951493,0.389847741409344,0.491877118609903,1.1436859473589
"36",1.35440908634604,0.395784977385433,0.975822801863643,1.01008359169076,0.870530751724403,0.696120751041441,0.691230134338334,0.162801874626008
"37",0.0720998732121196,0.395784977385433,4.02885804863948e-16,-1.81856903699815,-0.315398822833669,0.0867450939434271,-0.292354554242441,0.162801874626008
"38",0.0640103110255403,-0.788778281782049,-0.373193020816617,-1.57699049826304,-0.689505921195625,-1.43957518397268,-1.57522855910413,0.508118847850332
"39",-0.423229806968693,0.900660707066821,0.525166573652444,0.409407473753786,0.501408600964093,0.696120751041441,0.162822168962092,0.480585424380291
"40",-0.412052022071125,-1.63349777620648,0.0774632073945815,-0.377996688874501,0.202655741558912,-0.827653967401218,0.859138776242089,-0.182515098598317
"41",-0.292648563272513,0.900660707066821,-0.82089638707448,-0.88244775158939,-0.496456672482917,-0.828278770093951,-0.0747375547507142,-0.182515098598317
"42",0.264574429607535,-1.1286220465251,1.42352616812151,1.33573463943713,-2.56665342619307,0.999848201200091,1.46396015758708,-1.21846601827129
"43",0.107785264645984,0.560816942323775,0.52811943560578,0.625502124814122,-0.202688760679381,-0.828278770093951,0.491877118609903,-0.182515098598317
"44",-0.682499795357665,-2.47821727063092,-2.1669593478014,-0.703070419214949,-1.35945634296195,0.0867450939434271,-0.57170114630228,-3.20776758720711
"45",-0.0305210130923872,-0.28390255210066,0.525166573652444,-0.260832684463791,-0.758987180410115,0.0867450939434271,0.859138776242089,0.162801874626008
"46",0.386006189658042,-0.28390255210066,0.0774632073945815,0.27689132723554,0.458179798024295,1.00239376067354,0.292524102881472,0.825902397604616
"47",-2.18487694237616,-1.97334154094953,-3.0682718042238,-1.70272112826727,-0.0216309110301338,-2.65770169547597,-2.03398544267133,-1.8815665412499
"48",0.531802131349148,0.560816942323775,0.0774632073945815,0.230607458785259,0.981219310018522,-0.218903112995937,0.859138776242089,0.480585424380291
"49",1.12414287973471,1.24050447180987,0.0774632073945815,1.05987793893553,0.944996958540539,0.698666310514889,0.254317394897097,0.825902397604616
"50",0.149205161943883,0.395784977385433,-0.373193020816617,-0.739618405918921,-0.272170019893871,0.0892906534168746,-0.403792504398525,-0.182515098598317
"51",0.287511439682255,-1.1286220465251,0.525166573652444,0.508996168243327,0.207640689160557,1.3080419676129,0.859138776242089,0.135268451155966
"52",-0.389349021104665,-0.788778281782049,0.0774632073945815,0.508996168243327,-0.0216309110301338,-0.218903112995937,-0.549857002176327,-0.182515098598317
"53",-0.034333417733441,-0.28390255210066,-0.370240158863281,0.765799461528115,-0.715758377470316,-0.222073475162118,0.254317394897097,0.162801874626008
"54",0.000785698753271814,0.395784977385433,-0.370240158863281,0.422573103860584,0.689472902075156,1.3080419676129,-1.24617360945632,-0.182515098598317
"55",-0.0144770857415918,0.0559412126423864,-0.370240158863281,-0.258300675507316,-1.49432194592993,0.0835747317772462,-2.03398544267133,0.508118847850332
"56",-0.802919798285055,-1.46846581126814,-0.0542670746979219,0.446044062005681,-0.0648597139699322,-0.828278770093951,-1.3758755433757,0.825902397604616
"57",0.79493397186031,0.900660707066821,0.52811943560578,0.209668509596638,0.646244099135357,1.61114461507882,-0.312297278463521,1.48900292058322
"58",-0.019118719738516,0.220973177580728,-1.27155261528568,0.243115041052143,-0.715758377470316,-0.828278770093951,-0.403792504398525,1.1436859473589
"59",-0.133831097059067,-1.1286220465251,-0.370240158863281,0.400117728726327,-0.315398822833669,-0.522005760461854,-0.204439488670094,0.162801874626008
"60",0.975549716550131,0.0559412126423864,1.42352616812151,1.27278253319948,-0.0598747663682866,0.0873698966361605,0.530083826594278,0.162801874626008
"61",0.27900662376533,0.0559412126423864,0.975822801863643,1.45224059600792,-0.720743325071962,0.0841995344699796,0.530083826594278,1.48900292058322
"62",-0.443135586441679,0.0559412126423864,-0.373193020816617,-0.0688670393884665,-0.0166459634284881,0.696120751041441,0.859138776242089,0.825902397604616
"63",0.708681637410807,0.0559412126423864,1.42352616812151,0.402137491870917,-0.491471724881271,-0.522630563154587,0.0331202350427125,-0.182515098598317
"64",0.826016175249666,1.24050447180987,1.42352616812151,1.22364623379462,0.949981906142184,1.00176895798081,0.659785760513658,1.17121937082894
"65",1.24254473898129,-0.118870587162318,1.42352616812151,0.781489229477466,1.42480766759497,1.61114461507882,0.859138776242089,0.825902397604616
"66",-0.297339644750574,0.0559412126423864,-0.373193020816617,-0.367536650195242,-0.0911121702446239,0.0873698966361605,0.254317394897097,0.162801874626008
"67",0.134225865221804,-1.63349777620648,0.0774632073945815,-0.788754705323777,-1.0145112368755,-0.522005760461854,-0.533494438317905,0.162801874626008
